asn,name,cc,cone,verdict,apnic_score,dirty_feeds,total_feeds,atlas_result,apnic_stdev,apnic_min90,apnic_max90
327814,Ecoband Ltd,GH,6,PASSIVE (Clean Pipe),95.69,0,2,,45.9,0.0,100.0
9264,Academia Sinica,TW,6,PARTIAL: VULNERABLE (Mixed),98.81,1,2,,0.5,97.8,100.0
9260,Multinet Pakistan Pvt. Ltd.,PK,6,VULNERABLE STABLE,1.01,3,3,,-1.0,-1.0,-1.0
29152,Decknet SARL,FR,6,PARTIAL: VULNERABLE (Mixed),-1.0,1,3,,-1.0,-1.0,-1.0
29124,Iskratelecom JSC,RU,6,PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
29468,Infracom Managed Services AB,SE,6,PASSIVE (Clean Pipe),0.0,0,3,,-1.0,-1.0,-1.0
29687,Geodim Ltd.,BG,6,PARTIAL: VULNERABLE (Mixed),0.0,3,5,,-1.0,-1.0,-1.0
28885,Oman Telecommunications Company (S.A.O.G),OM,6,VULNERABLE UNSTABLE,99.67,1,1,,30.0,0.3,99.7
28876,suec // dacor GmbH,DE,6,PASSIVE (Clean Pipe),0.0,0,2,,-1.0,-1.0,-1.0
3663,NetNet,US,6,ACTIVE LOCAL ROV,99.85,0,2,,4.9,83.4,100.0
28978,COIG S.A,PL,6,PARTIAL: VULNERABLE (Mixed),-1.0,2,6,,-1.0,-1.0,-1.0
28952,"O2 Business Services, a.s",SK,6,PARTIAL: VULNERABLE (Mixed),0.02,1,2,,-1.0,-1.0,-1.0
395846,"Direct Communications Rockland, Inc",US,6,PARTIAL: VULNERABLE (Mixed),0.0,1,3,,-1.0,-1.0,-1.0
395662,"OzarksGo, LLC",US,6,PASSIVE (Clean Pipe),0.45,0,2,,-1.0,-1.0,-1.0
28760,Infotech EDV-Systeme GmbH,AT,6,PARTIAL: VULNERABLE (Mixed),99.33,1,3,,2.2,90.6,100.0
28545,Cablemas Telecomunicaciones SA de CV,MX,6,VULNERABLE STABLE,0.61,2,2,,-1.0,-1.0,-1.0
28326,Total Telecom LTDA-ME,BR,6,PARTIAL: VULNERABLE (Mixed),0.69,2,4,,-1.0,-1.0,-1.0
328888,ORCA TECHNOLOGIES (PTY) LTD,ZA,5,PARTIAL: VULNERABLE (Mixed),2.11,2,5,,-1.0,-1.0,-1.0
28294,GIGA MAIS FIBRA TELECOMUNICACOES S.A.,BR,5,PARTIAL: VULNERABLE (Mixed),17.56,4,5,,-1.0,-1.0,-1.0
28309,WGO Telecomunicações Ltda,BR,5,PARTIAL: VULNERABLE (Mixed),0.0,1,3,,-1.0,-1.0,-1.0
4628,Pacific Internet Pte Ltd,SG,5,PARTIAL: VULNERABLE (Mixed),-1.0,2,6,,-1.0,-1.0,-1.0
394968,"Quality Technology Services, LLC",US,5,PASSIVE (Clean Pipe),-1.0,0,5,,-1.0,-1.0,-1.0
395383,Cologuard,US,5,PARTIAL: VULNERABLE (Mixed),-1.0,2,4,,-1.0,-1.0,-1.0
28994,Sitel Ltd,UA,5,VULNERABLE STABLE,1.4,3,3,,-1.0,-1.0,-1.0
3790,RADIOGRAFICA COSTARRICENSE,CR,5,PARTIAL: VULNERABLE (Mixed),0.94,1,2,,-1.0,-1.0,-1.0
3920,PUSHPKT OU,EE,5,PASSIVE (Clean Pipe),43.75,0,3,,-1.0,-1.0,-1.0
29649,Limes sp. z o.o.,PL,5,VULNERABLE STABLE,0.0,2,2,,-1.0,-1.0,-1.0
29244,CETIN Bulgaria EAD,BG,5,PASSIVE (Clean Pipe),0.04,0,3,,-1.0,-1.0,-1.0
29550,Team Blue Carrier Limited,GB,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,5,,-1.0,-1.0,-1.0
29017,NTT Data Centers (Gyron),GB,5,PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0
29084,Comnet Bulgaria Holding Ltd.,BG,5,PARTIAL: VULNERABLE (Mixed),0.22,2,6,,-1.0,-1.0,-1.0
45090,Tencent Cloud,CN,5,PARTIAL: VULNERABLE (Mixed),0.2,11,12,,-1.0,-1.0,-1.0
44894,Ukrchermetavtomatika LLC,UA,5,VULNERABLE STABLE,0.57,3,3,,-1.0,-1.0,-1.0
44587,MEGACOM-IT LLC,RU,5,VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
19331,Twin Lakes Telephone Cooperative Corporation,US,5,PARTIAL: VULNERABLE (Mixed),0.1,2,4,,-1.0,-1.0,-1.0
44050,Petersburg Internet Network ltd.,RU,5,VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
28178,Nwi Telecom / Networld LTDA,BR,5,PASSIVE (Clean Pipe),79.49,0,2,,23.2,0.0,79.5
30456,Cosmic Global Networks,US,5,ACTIVE LOCAL ROV,-1.0,0,4,,-1.0,-1.0,-1.0
30999,Emtel,MU,5,PARTIAL: VULNERABLE (Mixed),0.15,2,6,,-1.0,-1.0,-1.0
28292,ENGEPLUS INFORMATICA LTDA,BR,5,PARTIAL: VULNERABLE (Mixed),0.84,3,5,,-1.0,-1.0,-1.0
140096,"JINX CO., LIMITED",HK,5,PARTIAL: VULNERABLE (Mixed),0.0,6,8,,-1.0,-1.0,-1.0
9885,NKN INTERNET GATEWAY NETWORK,IN,5,VULNERABLE STABLE,-1.0,3,3,,-1.0,-1.0,-1.0
141968,PT Industri Kreatif Digital,ID,5,PARTIAL: VULNERABLE (Mixed),5.0,6,7,,-1.0,-1.0,-1.0
141126,PT Cubiespot Pilar Data Nusantara,ID,5,VULNERABLE STABLE,0.69,5,5,,-1.0,-1.0,-1.0
45691,DODO K.K.,JP,5,PARTIAL: VULNERABLE (Mixed),0.41,1,4,,-1.0,-1.0,-1.0
45671,Servers Australia,AU,5,PARTIAL: VULNERABLE (Mixed),2.87,1,2,,-1.0,-1.0,-1.0
45582,D-Atum Vilcom Pvt Ltd,IN,5,VULNERABLE STABLE,0.44,4,4,,-1.0,-1.0,-1.0
37619,Broadband Systems Corporation,RW,5,PARTIAL: VULNERABLE (Mixed),-1.0,4,7,,-1.0,-1.0,-1.0
37529,Gestora de Infraestructuras de Telecomunicaciones de Guinea Ecuatorial,GQ,5,PARTIAL: VULNERABLE (Mixed),96.91,1,4,,5.8,77.7,99.8
8402,Vimpelcom OJSC (Beeline),RU,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,4,,-1.0,-1.0,-1.0
56111,Agarto Sdn Bhd,MY,5,PARTIAL: VULNERABLE (Mixed),-1.0,3,4,,-1.0,-1.0,-1.0
13739,"Datacenter IP, LLC",US,5,PASSIVE (Clean Pipe),0.0,0,2,,-1.0,-1.0,-1.0
57118,CommunityRack.org Verein,CH,5,PARTIAL: VULNERABLE (Mixed),-1.0,3,5,,-1.0,-1.0,-1.0
55195,CIRA Canadian Internet Registration Authority Autorit Canadienne pour les enregistrements Internet,CA,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,4,,-1.0,-1.0,-1.0
38661,abcle,KR,5,VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
6421,TATA COMMUNICATIONS (AMERICA) INC,US,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,5,,-1.0,-1.0,-1.0
266131,LINKABR TELECOM SPE LTDA,BR,5,VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
266080,Nova Conexao Com Voce,BR,5,PARTIAL: VULNERABLE (Mixed),15.56,1,3,,-1.0,-1.0,-1.0
265949,INFO TELECOM INTERNET LTDA,BR,5,PARTIAL: VULNERABLE (Mixed),0.0,5,6,,-1.0,-1.0,-1.0
265937,Alianca TecnoinfoLtda,BR,5,PARTIAL: VULNERABLE (Mixed),0.23,1,3,,-1.0,-1.0,-1.0
1097,Core Transit LLC,US,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,4,,-1.0,-1.0,-1.0
56694,LLC Smart Ape,RU,5,PARTIAL: VULNERABLE (Mixed),-1.0,7,11,,-1.0,-1.0,-1.0
208258,Access2.IT Group B.V.,NL,5,VULNERABLE STABLE,-1.0,3,3,,-1.0,-1.0,-1.0
265933,connectx serviços de telecomunicações ltda,BR,5,VULNERABLE STABLE,0.69,1,1,,-1.0,-1.0,-1.0
23949,PT Comtronics Systems,ID,5,PARTIAL: VULNERABLE (Mixed),5.62,5,6,,-1.0,-1.0,-1.0
37451,CONGO TELECOM,CG,5,PARTIAL: VULNERABLE (Mixed),0.43,2,3,,-1.0,-1.0,-1.0
53407,UTOPIA Fiber,US,5,PASSIVE (Clean Pipe),3.5,0,2,,-1.0,-1.0,-1.0
53292,ManagedWay,US,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,3,,-1.0,-1.0,-1.0
53178,SCNet Equipamentos de Informática Ltda,BR,5,PARTIAL: VULNERABLE (Mixed),0.0,1,2,,-1.0,-1.0,-1.0
8282,Bink Group Ltd,GB,5,PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0
212221,INTERNET BROKER SRL,RO,5,PARTIAL: VULNERABLE (Mixed),55.84,2,4,,-1.0,-1.0,-1.0
212085,Alexander Bruegmann,DE,5,PARTIAL: VULNERABLE (Mixed),-1.0,19,27,,-1.0,-1.0,-1.0
211588,Innovation Harbor B.V.,NL,5,ACTIVE LOCAL ROV,-1.0,0,2,,-1.0,-1.0,-1.0
211526,Darjavna Agencia za Elektronno Upravlenie,BG,5,PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0
215114,Stevan Durand--L'Hours t/a SLBCLOUD,FR,5,PARTIAL: VULNERABLE (Mixed),-1.0,2,3,,-1.0,-1.0,-1.0
265688,SINERGY SOLUCIONES INTEGRALES,CO,5,PARTIAL: VULNERABLE (Mixed),61.28,2,3,,9.4,64.9,96.3
265622,WISTARIP S DE RL DE CV,MX,5,PARTIAL: VULNERABLE (Mixed),31.97,1,2,,-1.0,-1.0,-1.0
265330,Ponto a Ponto Telecomunicaçoes,BR,5,PARTIAL: VULNERABLE (Mixed),0.0,5,7,,-1.0,-1.0,-1.0
265311,Bezerra Speed Internet,BR,5,PARTIAL: VULNERABLE (Mixed),0.0,1,2,,-1.0,-1.0,-1.0
24309,Atria Convergence Technologies,IN,5,ACTIVE UNSTABLE,46.87,2,2,,-1.0,-1.0,-1.0
35807,SkyNet Ltd.,RU,5,PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
35745,Provector Sp. z o.o,PL,5,PARTIAL: VULNERABLE (Mixed),100.0,1,6,,0.3,98.9,100.0
39545,Fluidone Ltd.,GB,5,PARTIAL: VULNERABLE (Mixed),0.0,2,4,,-1.0,-1.0,-1.0
39521,TNGNET B.V.,NL,5,PARTIAL: VULNERABLE (Mixed),-1.0,2,5,,-1.0,-1.0,-1.0
213887,WAIcore Ltd,GB,5,VULNERABLE STABLE,33.52,4,4,,-1.0,-1.0,-1.0
52842,FUSAONET COMUNICAÇÃO E INFORMATICA LTDA,BR,5,PARTIAL: VULNERABLE (Mixed),0.0,1,4,,-1.0,-1.0,-1.0
53132,Mega Grupo de Telecomunicações Ltda,BR,5,VULNERABLE STABLE,0.0,3,3,,-1.0,-1.0,-1.0
15735,GO p.l.c.,MT,5,ACTIVE LOCAL ROV,98.92,0,3,,7.2,69.4,99.8
15699,"Adam EcoTech, S.A",ES,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,5,,-1.0,-1.0,-1.0
15626,GREEN FLOID LLC,US,5,PARTIAL: VULNERABLE (Mixed),2.82,3,4,,-1.0,-1.0,-1.0
24703,United Networks of Ukraine Ltd,UA,5,PARTIAL: VULNERABLE (Mixed),-1.0,2,4,,-1.0,-1.0,-1.0
13189,Liden Data Internetwork AB,SE,5,VULNERABLE STABLE,0.14,1,1,,-1.0,-1.0,-1.0
8487,Phibee Telecom SAS,FR,5,PASSIVE (Clean Pipe),-1.0,0,5,,-1.0,-1.0,-1.0
206446,Cloud Lease Ltd,IL,5,PARTIAL: VULNERABLE (Mixed),-1.0,5,7,,-1.0,-1.0,-1.0
206065,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS,IR,5,VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
36222,WindWave Communications,US,5,PASSIVE (Clean Pipe),-1.0,0,4,,-1.0,-1.0,-1.0
266302,RENOVENET TELECOMUNICACOES LTDA - ME,BR,5,PARTIAL: VULNERABLE (Mixed),0.0,3,4,,-1.0,-1.0,-1.0
52780,MAP Piumhi Ltda - ME,BR,5,PARTIAL: VULNERABLE (Mixed),0.0,2,5,,-1.0,-1.0,-1.0
52747,Wsp Serviços de Telecomunicações Ltda,BR,5,VULNERABLE STABLE,2.05,4,4,,-1.0,-1.0,-1.0
52688,TELENET TELECOMUNICAÇÃO RURAL,BR,5,PASSIVE (Clean Pipe),0.0,0,2,,-1.0,-1.0,-1.0
213759,Tose'eh Lian Yas Ertebat PJSC,IR,5,VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
262182,TELEFONICA GLOBAL SOLUTIONS PERU S.A.C.,PE,5,PARTIAL: VULNERABLE (Mixed),-1.0,5,6,,-1.0,-1.0,-1.0
215691,AP INTERACTIVE SOLUTIONS SL,ES,5,PARTIAL: VULNERABLE (Mixed),-1.0,4,5,,-1.0,-1.0,-1.0
39699,Lounea Palvelut Oy,FI,5,PARTIAL: VULNERABLE (Mixed),100.0,1,2,,0.0,100.0,100.0
266220,RFS Tecnologia LTDA,BR,5,VULNERABLE STABLE,-1.0,3,3,,-1.0,-1.0,-1.0
58898,Rainbow communications India Pvt Ltd,IN,5,PARTIAL: VULNERABLE (Mixed),0.0,2,3,,-1.0,-1.0,-1.0
13307,"""AS6723"" LIMITED LIABILITY COMPANY",UA,5,VULNERABLE STABLE,0.0,1,1,,-1.0,-1.0,-1.0
13247,Erdenreich Datentechnik GmbH,DE,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,6,,-1.0,-1.0,-1.0
36920,KKON Technologies Ltd,NG,5,ACTIVE LOCAL ROV,99.7,0,2,,5.7,77.2,99.7
36890,MTN Rwandacell,RW,5,VULNERABLE STABLE,0.99,1,1,,-1.0,-1.0,-1.0
24479,"Nexium, Ergon Energy Telecommunications.",AU,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,2,,-1.0,-1.0,-1.0
40128,Morristown Utility Systems,US,5,PARTIAL: VULNERABLE (Mixed),51.09,1,2,,-1.0,-1.0,-1.0
6621,"Hughes Network Systems, LLC",US,5,PARTIAL: VULNERABLE (Mixed),100.0,5,12,,2.9,49.1,60.5
6597,Coloblox Data Centers Inc,US,5,PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
6509,CANARIE Inc,CA,5,PARTIAL: VULNERABLE (Mixed),-1.0,2,3,,-1.0,-1.0,-1.0
52142,Polcom Sp. z o.o.,PL,5,PARTIAL: VULNERABLE (Mixed),-1.0,3,5,,-1.0,-1.0,-1.0
52073,I2SNETWORK SAS,FR,5,PARTIAL: VULNERABLE (Mixed),-1.0,2,3,,-1.0,-1.0,-1.0
52564,Biazi Telecom,BR,5,VULNERABLE STABLE,0.0,5,5,,-1.0,-1.0,-1.0
52531,G6 Internet,BR,5,PARTIAL: VULNERABLE (Mixed),0.45,1,3,,-1.0,-1.0,-1.0
59432,GINERNET S.L.,ES,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,5,,-1.0,-1.0,-1.0
60404,The Infrastructure Group B.V.,NL,5,PARTIAL: VULNERABLE (Mixed),15.62,5,6,,-1.0,-1.0,-1.0
976,CoreNET Inc.,US,5,ACTIVE UNSTABLE,100.0,3,3,,18.9,0.0,68.8
59900,B-IX Route Servers,BG,5,Unverified (Transit/Peer?),-1.0,0,0,,-1.0,-1.0,-1.0
59877,VA TELECOM SAS,FR,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,3,,-1.0,-1.0,-1.0
36734,Paxio Inc.,US,5,PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0
36493,FIBERNETICS CORPORATION,CA,5,PARTIAL: VULNERABLE (Mixed),0.0,1,4,,-1.0,-1.0,-1.0
36224,HCL AMERICA INC,US,5,PARTIAL: VULNERABLE (Mixed),-1.0,20,26,,-1.0,-1.0,-1.0
12731,IPHH Internet Port Hamburg GmbH,DE,5,PASSIVE (Clean Pipe),-1.0,0,5,,-1.0,-1.0,-1.0
12709,Melita Limited,MT,5,PASSIVE (Clean Pipe),0.1,0,3,,-1.0,-1.0,-1.0
61010,IPNET OOO,KG,5,PARTIAL: VULNERABLE (Mixed),0.0,5,7,,-1.0,-1.0,-1.0
60840,OJSC Telecom-Service,RU,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,3,,-1.0,-1.0,-1.0
34540,mStart plus d.o.o.,HR,5,VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
34362,Terrakom d.o.o.,HR,5,PARTIAL: VULNERABLE (Mixed),0.32,1,5,,-1.0,-1.0,-1.0
25447,JM-DATA GmbH,AT,5,PASSIVE (Clean Pipe),0.0,0,3,,-1.0,-1.0,-1.0
34968,iunxi B.V.,NL,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,2,,-1.0,-1.0,-1.0
60679,Freedom Registry BV,NL,5,PARTIAL: VULNERABLE (Mixed),-1.0,5,6,,-1.0,-1.0,-1.0
61553,CABASE Camara Arg de Base de Datos y Serv en Linea,AR,5,PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
8612,Tiscali Italia S.P.A.,IT,5,PASSIVE (Clean Pipe),0.12,0,2,,-1.0,-1.0,-1.0
204680,KIT Student,DE,5,PASSIVE (Clean Pipe),-1.0,0,1,,-1.0,-1.0,-1.0
266602,ODATA S.A.,BR,5,PARTIAL: VULNERABLE (Mixed),-1.0,3,7,,-1.0,-1.0,-1.0
24951,EveryWare AG,CH,5,PARTIAL: VULNERABLE (Mixed),-1.0,2,6,,-1.0,-1.0,-1.0
35394,Cable Aireworld S.A.U.,ES,5,PARTIAL: VULNERABLE (Mixed),0.08,3,4,,-1.0,-1.0,-1.0
40387,University of Illinois,US,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,2,,-1.0,-1.0,-1.0
63798,Industrial Cyber Security Center of Excellence,JP,5,VULNERABLE STABLE,-1.0,1,1,,-1.0,-1.0,-1.0
955,LSHIY LLC,US,5,PASSIVE (Clean Pipe),-1.0,0,4,,-1.0,-1.0,-1.0
52409,COSEIDI S.A.,AR,5,PASSIVE (Clean Pipe),17.77,0,2,,-1.0,-1.0,-1.0
52404,CABASE Camara Arg de Base de Datos y Serv en Linea,AR,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,2,,-1.0,-1.0,-1.0
16247,Convergence Group (Wireless) Networks Limited,GB,5,PASSIVE (Clean Pipe),90.08,0,3,,5.6,72.5,100.0
16205,DSI GmbH Daten Service Informationssysteme,DE,5,PARTIAL: VULNERABLE (Mixed),-1.0,3,5,,-1.0,-1.0,-1.0
16164,Sohonet Limited,GB,5,PASSIVE (Clean Pipe),-1.0,0,6,,-1.0,-1.0,-1.0
50187,BaikalWestCom,RU,5,PARTIAL: VULNERABLE (Mixed),-1.0,5,8,,-1.0,-1.0,-1.0
50131,Spartan Host Ltd,GB,5,PARTIAL: VULNERABLE (Mixed),0.28,3,9,,-1.0,-1.0,-1.0
41360,NEOCOM Ltd.,UA,5,PARTIAL: VULNERABLE (Mixed),99.81,1,3,,0.3,98.8,100.0
41033,D2CLOUD NETWORK SERVICES (PTY) LTD,ZA,5,PASSIVE (Clean Pipe),-1.0,0,5,,-1.0,-1.0,-1.0
41009,Oleksandr Melnyk,UA,5,PARTIAL: VULNERABLE (Mixed),99.5,1,3,,0.5,98.3,100.0
40994,Alwyzon (Hohl IT),AT,5,ACTIVE LOCAL ROV,97.4,0,5,,0.6,97.9,100.0
3361,"Digital Fortress, Inc.",US,5,PARTIAL: VULNERABLE (Mixed),-1.0,2,6,,-1.0,-1.0,-1.0
61624,ISPSHIELD (InfNOC Tecnologia),BR,5,PARTIAL: VULNERABLE (Mixed),-1.0,2,4,,-1.0,-1.0,-1.0
931,Hyonix,SG,5,PARTIAL: VULNERABLE (Mixed),-1.0,8,12,,-1.0,-1.0,-1.0
201434,CITYSTRADA S.A.,PL,5,PARTIAL: VULNERABLE (Mixed),-1.0,3,4,,-1.0,-1.0,-1.0
25557,TAURON WYTWARZANIE SPOLKA AKCYJNA,PL,5,PARTIAL: VULNERABLE (Mixed),-1.0,2,3,,-1.0,-1.0,-1.0
34304,Teen Telecom SRL,RO,5,PARTIAL: VULNERABLE (Mixed),-1.0,3,5,,-1.0,-1.0,-1.0
34245,Magnet Networks Limited,IE,5,PARTIAL: VULNERABLE (Mixed),0.0,1,4,,-1.0,-1.0,-1.0
34244,Teleservice Bredband Skane AB,SE,5,PARTIAL: VULNERABLE (Mixed),0.0,1,3,,-1.0,-1.0,-1.0
34073,Ministry of Education and Science Republic of Latvia,LV,5,PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
266519,PROVERADIO TELECOM,BR,5,PARTIAL: VULNERABLE (Mixed),0.0,2,3,,-1.0,-1.0,-1.0
268283,NET WORK FIBER COMERCIO E SERVICOS DE COMUNICACAO,BR,5,VULNERABLE STABLE,0.45,2,2,,-1.0,-1.0,-1.0
267629,SGV TI E TELECOM LTDA,BR,5,PASSIVE (Clean Pipe),0.0,0,1,,-1.0,-1.0,-1.0
559,SWITCH,CH,5,PARTIAL: VULNERABLE (Mixed),99.49,1,6,,2.0,91.1,100.0
202753,GLOBALGRID SASU,FR,5,Unverified (Transit/Peer?),-1.0,0,0,,-1.0,-1.0,-1.0
202550,"GLU TECHNOLOGIES, S.L.U",ES,5,PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0
912,Hut 8 Mining Corp.,CA,5,PARTIAL: VULNERABLE (Mixed),-1.0,3,4,,-1.0,-1.0,-1.0
906,DMIT Cloud Services,US,5,PASSIVE (Clean Pipe),1.66,0,5,,-1.0,-1.0,-1.0
12494,"OOO ""Post ltd""",RU,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,3,,-1.0,-1.0,-1.0
62246,WJY Limited,GB,5,PARTIAL: VULNERABLE (Mixed),-1.0,4,7,,-1.0,-1.0,-1.0
48287,"JSC ""RU-CENTER""",RU,5,VULNERABLE STABLE,-1.0,3,3,,-1.0,-1.0,-1.0
48278,UKRDATAKOM LTD,UA,5,VULNERABLE STABLE,0.0,3,3,,-1.0,-1.0,-1.0
21100,GREEN FLOID LLC,US,5,PARTIAL: VULNERABLE (Mixed),1.82,5,7,,-1.0,-1.0,-1.0
42093,InterRacks B.V.,NL,5,PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
265198,BLUE3 TECNOLOGIA EIRELI,BR,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,3,,-1.0,-1.0,-1.0
49909,Direct One SA,RO,5,PASSIVE (Clean Pipe),0.0,0,3,,-1.0,-1.0,-1.0
262317,ROS Telecom,BR,5,PASSIVE (Clean Pipe),0.0,0,2,,-1.0,-1.0,-1.0
262248,Metro MPLS,PA,5,PASSIVE (Clean Pipe),1.74,0,3,,-1.0,-1.0,-1.0
8002,"Stealth Communications Services, LLC",US,5,PASSIVE (Clean Pipe),-1.0,0,4,,-1.0,-1.0,-1.0
21430,WIA spol. s.r.o.,CZ,5,PARTIAL: VULNERABLE (Mixed),3.22,1,4,,-1.0,-1.0,-1.0
41495,Faelix Limited,GB,5,PARTIAL: VULNERABLE (Mixed),100.0,5,8,,10.5,0.0,100.0
21245,MEDIANOVA INTERNET HIZMETLERI VE TICARET ANONIM SIRKETI,TR,5,PARTIAL: VULNERABLE (Mixed),-1.0,9,20,,-1.0,-1.0,-1.0
40065,CNSERVERS LLC,US,5,PARTIAL: VULNERABLE (Mixed),49.46,2,5,,-1.0,-1.0,-1.0
3132,Red Cientifica Peruana,PE,5,PARTIAL: VULNERABLE (Mixed),95.45,3,7,,1.7,92.0,99.6
131207,"SINET, Cambodia's specialist Internet and Telecom Service Provider.",KH,5,VULNERABLE STABLE,0.18,1,1,,-1.0,-1.0,-1.0
64130,M & B Soluciones Peru S.A.C. (FASTNET),PE,5,PARTIAL: VULNERABLE (Mixed),0.0,1,3,,-1.0,-1.0,-1.0
11666,Nexicom Inc.,CA,5,PASSIVE (Clean Pipe),0.13,0,4,,-1.0,-1.0,-1.0
134326,Airdesign Broadcast Media Pvt Ltd,IN,5,VULNERABLE STABLE,0.52,2,2,,-1.0,-1.0,-1.0
11996,"Lobo Internet Services, Ltd",US,5,PASSIVE (Clean Pipe),-1.0,0,5,,-1.0,-1.0,-1.0
131775,PT Jupiter Jala Arta,ID,5,VULNERABLE STABLE,-1.0,2,2,,-1.0,-1.0,-1.0
269351,Lets GO Internet,BR,5,PARTIAL: VULNERABLE (Mixed),0.0,4,5,,-1.0,-1.0,-1.0
33333,"objx.net, LLC",US,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,4,,-1.0,-1.0,-1.0
26496,"GoDaddy.com, LLC",US,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,5,,-1.0,-1.0,-1.0
268404,DIGITAL VIRTUAL LTDA - ME,BR,5,PARTIAL: VULNERABLE (Mixed),0.0,2,5,,-1.0,-1.0,-1.0
5394,UNIDATA S.p.A.,IT,5,PARTIAL: VULNERABLE (Mixed),0.08,2,6,,-1.0,-1.0,-1.0
5377,Marlink AS,NO,5,PARTIAL: VULNERABLE (Mixed),12.23,1,8,,-1.0,-1.0,-1.0
8820,tal.de GmbH,DE,5,PARTIAL: VULNERABLE (Mixed),-1.0,2,6,,-1.0,-1.0,-1.0
200187,CloudKleyer Frankfurt GmbH,DE,5,PASSIVE (Clean Pipe),-1.0,0,3,,-1.0,-1.0,-1.0
21737,SpringNet,US,5,PASSIVE (Clean Pipe),0.36,0,4,,-1.0,-1.0,-1.0
21641,"VIRTUASYS America, Inc.",US,5,PARTIAL: VULNERABLE (Mixed),-1.0,2,3,,-1.0,-1.0,-1.0
262493,Unknown,XX,5,PARTIAL: VULNERABLE (Mixed),4.15,1,4,,-1.0,-1.0,-1.0
49134,10VPN Research Network LTD,GB,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,2,,-1.0,-1.0,-1.0
11158,"NTT America, Inc.",US,5,PARTIAL: VULNERABLE (Mixed),-1.0,5,10,,-1.0,-1.0,-1.0
134739,"AGB Communication Co., Ltd",MM,5,PARTIAL: VULNERABLE (Mixed),40.55,2,3,,-1.0,-1.0,-1.0
134640,PT DCI Indonesia,ID,5,VULNERABLE STABLE,-1.0,5,5,,-1.0,-1.0,-1.0
133648,MNR Broadband Services Pvt. Ltd.,IN,5,VULNERABLE STABLE,0.12,2,2,,-1.0,-1.0,-1.0
20773,Host Europe GmbH,DE,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,7,,-1.0,-1.0,-1.0
20746,Telecom Italia S.p.A.,IT,5,PASSIVE (Clean Pipe),100.0,0,2,,12.9,53.2,100.0
48817,PRIZZ TELECOM SAS,FR,5,PASSIVE (Clean Pipe),-1.0,0,2,,-1.0,-1.0,-1.0
48571,efectRO SRL,RO,5,PARTIAL: VULNERABLE (Mixed),-1.0,3,5,,-1.0,-1.0,-1.0
48479,KUBAN-TELECOM Ltd.,RU,5,PARTIAL: VULNERABLE (Mixed),-1.0,3,4,,-1.0,-1.0,-1.0
17675,"PacketFabric (Japan) Co., Ltd.",JP,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,3,,-1.0,-1.0,-1.0
48152,Digital Frankfurt GmbH,DE,5,PARTIAL: VULNERABLE (Mixed),-1.0,1,5,,-1.0,-1.0,-1.0
