asn,name,cc,cone,verdict,apnic_score,dirty,total,atlas_verdict,peers_cloudflare
31886,University of Guelph,CA,0,VULNERABLE (No Coverage),-1.0,2,2,,
131078,"KDDI R&D Laboratories, INC.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
131079,INTERNET MULTIFEED CO.,JP,0,VULNERABLE (No Coverage),-1.0,1,1,,
131081,"Intec NetCore, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
131087,"KSC Commercial Internet Co., Ltd.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
131088,Western Australian Internet Association,XX,0,DEAD / INACTIVE,-1.0,0,0,,
131089,National Telecom Public Company Limited,XX,0,DEAD / INACTIVE,-1.0,0,0,,
131090,National Telecom Public Company Limited,TH,0,VULNERABLE (No Coverage),0.25,1,1,,
131093,viva republica,KR,0,VULNERABLE (No Coverage),-1.0,2,2,,
31864,"Transwave Communications Systems, Inc.",US,0,SECURE (Full Coverage),-1.0,0,2,,
31865,THE STANLEY WORKS,US,0,SECURE (Full Coverage),-1.0,0,2,,
31866,Mozilla Corporation,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31849,TGM Pinnacle Network Solutions llc,US,0,VULNERABLE (No Coverage),0.0,1,1,,
31869,LL Bean,US,0,SECURE (Full Coverage),-1.0,0,2,,
3187,Eurobank Bulgaria AD,BG,0,VULNERABLE (No Coverage),-1.0,1,1,,
31870,Bell Bank,US,0,SECURE (Full Coverage),-1.0,0,2,,
31871,Graceland University,US,0,PARTIAL (Mixed Feeds),-1.0,3,4,,
31872,Vantive Health,US,0,PARTIAL (Mixed Feeds),-1.0,2,3,,
31873,Charter Communications LLC,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31874,"Black Knight IP Holding Company, LLC",US,0,SECURE (Full Coverage),-1.0,0,2,,
31875,Jackson County Rural Electric Membership Corporation,US,0,PARTIAL (Mixed Feeds),55.44,1,3,,
31876,K2Share LLC,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31878,"J. Craig Venter Institute, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
31879,"EPLUS, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
31848,Deer Valley Unified School District #97,US,0,SECURE (Full Coverage),-1.0,0,1,,
31868,Meganet Communications,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31501,Joint Stock Company TransTeleCom,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31503,Master IT Ltd.,RU,0,VULNERABLE (No Coverage),-1.0,2,2,,
31504,SVT-COM LTD,UA,0,VULNERABLE (No Coverage),0.0,1,1,,
31505,Przedsiebiorstwo Produkcyjno-Uslugowo-Handlowe 'Duna' Dunaj Piotr,PL,0,VULNERABLE (No Coverage),-1.0,2,2,,
3151,Cedel,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31511,Infrabel NV,BE,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
31512,"OJSC ""Telecommunications FEZ Nakhodka""",RU,0,VULNERABLE (No Coverage),-1.0,1,1,,
31474,Viacom International Media Networks U.K. Limited,GB,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
31476,Morva System Engineering Technical Company Private Joint Stock,IR,0,VULNERABLE (No Coverage),-1.0,1,1,,
31479,"Valor Information Technologies, S.L.",ES,0,VULNERABLE (No Coverage),-1.0,1,1,,
3148,University of Wisconsin Madison,XX,0,DEAD / INACTIVE,-1.0,0,0,,
3173,Stanleyworks (Europe) GmbH,GB,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
31481,Toyota Deutschland GmbH,DE,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
31484,"JSC ""ER-Telecom Holding""",RU,0,VULNERABLE (No Coverage),-1.0,2,2,,
31486,VERITEKNIK BILISIM BASIN VE YAYIN LIMITED SIRKETI,TR,0,VULNERABLE (No Coverage),-1.0,1,1,,
31487,TalkTalk Communications Limited,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31489,"PJSC ""ProminvestBank""",XX,0,DEAD / INACTIVE,-1.0,0,0,,
3149,Spectrum Online Systems Inc,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31493,TWENTYTWENTYMEDIA LIMITED,GB,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
31494,"JSC ""ER-Telecom Holding""",XX,0,DEAD / INACTIVE,-1.0,0,0,,
31457,Eos Data Systems GmbH,AT,0,VULNERABLE (No Coverage),-1.0,1,1,,
31458,Digiweb ltd,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31459,BBC R&D,GB,0,IXP / Peer / Stub,-1.0,0,0,,
3146,Scientific Application International Corp. (SAIC),XX,0,DEAD / INACTIVE,-1.0,0,0,,
31480,SilverCom.RU Ltd.,RU,0,VULNERABLE (No Coverage),-1.0,2,2,,
131103,Global Transit Communications - Malaysia,XX,0,DEAD / INACTIVE,-1.0,0,0,,
131104,Global Transit Communications - Malaysia,XX,0,DEAD / INACTIVE,-1.0,0,0,,
131105,Primus Telecommunications (Australia) Pty Ltd,XX,0,DEAD / INACTIVE,-1.0,0,0,,
131106,"AS for DATAHOTEL, which is one of iDC in Japan,",XX,0,DEAD / INACTIVE,-1.0,0,0,,
131107,ASN for APNICTRAINING LAB DC,XX,0,DEAD / INACTIVE,-1.0,0,0,,
131108,Sherpur Network,BD,0,VULNERABLE (No Coverage),0.0,1,1,,
31516,CSI Piemonte,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31517,SkodaAuto Deutschland GmbH,DE,0,SECURE (Full Coverage),-1.0,0,2,,
31518,"Norddeutscher Rundfunk (NDR), AdoeR",DE,0,VULNERABLE (No Coverage),-1.0,1,1,,
31519,SERTEX SIA,LV,0,IXP / Peer / Stub,-1.0,0,0,,
3152,Fermi National Accelerator Laboratory (Fermilab),US,0,VULNERABLE (No Coverage),-1.0,1,1,,
31520,"PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",UA,0,SECURE (Full Coverage),99.69,0,1,,
3150,"NTT America, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
31522,BTV MEDIA GROUP EAD,BG,0,VULNERABLE (No Coverage),-1.0,1,1,,
31525,Satti Telecom LLC,KZ,0,VULNERABLE (No Coverage),-1.0,2,2,,
31527,TELEPOL Ltd.,BG,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
31528,Bank Ochrony Srodowiska SA,PL,0,VULNERABLE (No Coverage),-1.0,1,1,,
3153,Federal Emergency Management Agency,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31530,GHOSTnet GmbH,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31531,TOV Point,RU,0,VULNERABLE (No Coverage),0.0,2,2,,
31495,HERABIT S.p.A.,IT,0,VULNERABLE (No Coverage),-1.0,1,1,,
31496,PJSC Rostelecom,RU,0,VULNERABLE (No Coverage),-1.0,1,1,,
31497,Comissao do Mercado de Valores Mobiliarios,PT,0,VULNERABLE (No Coverage),-1.0,2,2,,
31498,Alfred Karcher SE & Co. KG,XX,0,DEAD / INACTIVE,-1.0,0,0,,
315,United States Department of Defense (DoD),XX,0,DEAD / INACTIVE,-1.0,0,0,,
31521,DOM Digital Online Media GmbH,DE,0,VULNERABLE (No Coverage),-1.0,1,1,,
31410,Nova hf,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31411,Irish Continental Group Plc.,GB,0,SECURE (Full Coverage),-1.0,0,2,,
31412,STOWARZYSZENIE MILOSNIKOW TELEWIZJI SATELITARNEJ ASTRAL,PL,0,VULNERABLE (No Coverage),-1.0,2,2,,
31413,Super Bock Bebidas S.A.,PT,0,VULNERABLE (No Coverage),-1.0,1,1,,
31417,Mivtach Simon Insurance Agencies Ltd,IL,0,VULNERABLE (No Coverage),-1.0,1,1,,
31418,Telefonica Audiovisual Digital S.L.U.,ES,0,SECURE (Full Coverage),-1.0,0,1,,
31420,Terasyst Ltd,BG,0,VULNERABLE (No Coverage),0.0,2,2,,
31422,AON UK LIMITED,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31423,"Przedsiebiorstwo ""PROMAX"" Spolka Jawna Zofia Formanek-Okroj, Wieslaw Okroj",PL,0,SECURE (Active Local ROV),99.19,3,3,,
31425,"PJSC ""Vimpelcom""",RU,0,VULNERABLE (No Coverage),-1.0,2,2,,
31428,"Compania De Distribucion Integral Logista, SA",GB,0,SECURE (Full Coverage),-1.0,0,2,,
3143,U.S. Department of Veterans Affairs,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31460,Unikal - N.Nikolov Ltd,BG,0,VULNERABLE (No Coverage),-1.0,1,1,,
31433,Stef Holding Zeewolde B.V.,NL,0,SECURE (Full Coverage),-1.0,0,1,,
3139,American Society fro Engineering Education,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31390,BRAVENET S.A.R.L,LB,0,SECURE (Full Coverage),100.0,0,1,,
31391,Israel Internet Association,IL,0,PARTIAL (Mixed Feeds),-1.0,2,3,,
31394,nemox.net Informationstechnologie OG,AT,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
31396,Juliane Holzt,DE,0,VULNERABLE (No Coverage),-1.0,2,2,,
31398,NEC Europe LTD,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31399,Mercedes-Benz Group AG,DE,0,SECURE (Active Local ROV),100.0,1,3,,
314,United States Department of Defense (DoD),XX,0,DEAD / INACTIVE,-1.0,0,0,,
3140,The Thomas Jefferson High School for Science and Tech.,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
31400,firstcolo GmbH,DE,0,VULNERABLE (No Coverage),-1.0,1,1,,
31401,"Credito Agricola Servicos - Centro de Servicos Partilhados,ACE",PT,0,VULNERABLE (No Coverage),-1.0,1,1,,
31431,INTER CARS S.A.,PL,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
31461,Moravia IT s.r.o.,CZ,0,SECURE (Full Coverage),-1.0,0,1,,
31465,PS Internet Company LLP,KZ,0,VULNERABLE (No Coverage),-1.0,1,1,,
31467,ARCA FONDI S.P.A. Societa di Gestione del Risparmio,IT,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
31468,"PRJSC ""ZAZ""",UA,0,SECURE (Full Coverage),-1.0,0,1,,
31469,Virtual Systems LLC,MD,0,VULNERABLE (No Coverage),-1.0,1,1,,
3147,U.S. BANCORP,US,0,PARTIAL (Mixed Feeds),-1.0,3,5,,
31470,JSC Chelyabinsk Electric-Metallurgical Kombinat,RU,0,VULNERABLE (No Coverage),-1.0,2,2,,
31471,Ziraat Teknoloji AS.,TR,0,VULNERABLE (No Coverage),-1.0,1,1,,
31472,VoiceHost Ltd,GB,0,SECURE (Full Coverage),100.0,0,2,,
31473,BearingPoint GmbH,AT,0,VULNERABLE (No Coverage),-1.0,2,2,,
31434,QUAD/GRAPHICS EUROPE Sp. z o.o.,PL,0,VULNERABLE (No Coverage),-1.0,1,1,,
31435,MEDICOM BULGARIA Ltd.,BG,0,VULNERABLE (No Coverage),0.0,1,1,,
3141,Benemerita Universidad Autonoma de Puebla,MX,0,VULNERABLE (No Coverage),-1.0,1,1,,
31438,Stadtwerke Marburg GmbH,DE,0,SECURE (Full Coverage),-1.0,0,2,,
31439,TTG Tourismus Technologie GmbH,XX,0,DEAD / INACTIVE,-1.0,0,0,,
3144,HeptaSky LLC,HK,0,VULNERABLE (No Coverage),0.0,2,2,,
31440,DSK Bank EAD,BG,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
31441,Ljósleiðarinn ehf,IS,0,VULNERABLE (No Coverage),-1.0,1,1,,
31446,Entain Services Austria GmbH,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
31447,Soft-Rating Consult ltd.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31449,BELCENTER SA,DE,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
3145,Refinitiv US LLC,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
31450,BNP PARIBAS S.A.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31451,Thomas King,DE,0,PARTIAL (Mixed Feeds),-1.0,10,11,,
31454,FLANCO RETAIL SA,RO,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
31437,Engler parts llc,UA,0,VULNERABLE (No Coverage),-1.0,1,1,,
31676,Software Product Creation SL,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
31679,Slovanet a.s.,SK,0,VULNERABLE (No Coverage),0.0,1,1,,
3163,DiemIT GmbH,DE,0,VULNERABLE (No Coverage),-1.0,2,2,,
31632,OAG Aviation WorldWide Limited,GB,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
31634,Servanet AB,SE,0,VULNERABLE (No Coverage),-1.0,1,1,,
31635,Services logiciels d'integration Boursiere SA,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
31637,"WPP Group USA, Inc.",US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
31639,Planeetta Internet Oy,FI,0,VULNERABLE (No Coverage),-1.0,1,1,,
31642,Varnamo Energi AB,SE,0,VULNERABLE (No Coverage),1.16,1,1,,
31644,Norrtelje Energi Aktiebolag AB,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31645,Burgan Bank A.S.,TR,0,VULNERABLE (No Coverage),-1.0,1,1,,
131102,4 byte AS,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31649,"Join-stock company ""Internet Exchange""MSK-IX""",XX,0,DEAD / INACTIVE,-1.0,0,0,,
31609,SC Teleson SRL,RO,0,VULNERABLE (No Coverage),-1.0,1,1,,
3161,IT PROFI s.r.o.,CZ,0,SECURE (Full Coverage),-1.0,0,1,,
31611,TIMENET SPA,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31612,Agfa Gevaert NV,BE,0,VULNERABLE (No Coverage),-1.0,3,3,,
31614,European Central Bank,GB,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
31615,Odido Netherlands B.V.,NL,0,SECURE (Full Coverage),99.91,0,1,,
31619,City Stars,EG,0,VULNERABLE (No Coverage),-1.0,4,4,,
31620,JSC Expocentr,RU,0,VULNERABLE (No Coverage),-1.0,2,2,,
31621,Allegro sp. z o.o.,PL,0,VULNERABLE (No Coverage),-1.0,1,1,,
31623,"Hubert Roszkowski trading as ""WLNET""",XX,0,DEAD / INACTIVE,-1.0,0,0,,
31624,Yoursafe Holding B.V.,NL,0,SECURE (Full Coverage),-1.0,0,1,,
31646,Akademia Humanistyczno-Ekonomiczna w Lodzi,PL,0,VULNERABLE (No Coverage),-1.0,2,2,,
3168,Dityatev Sergey Yurievich,RU,0,VULNERABLE (No Coverage),-1.0,1,1,,
31683,Zarzad Morskiego Portu Gdynia S.A,PL,0,VULNERABLE (No Coverage),-1.0,2,2,,
31685,"TOV Teleradiocompany ""TIM""",UA,0,VULNERABLE (No Coverage),0.0,1,1,,
31686,NETisON SRL,IT,0,VULNERABLE (No Coverage),-1.0,1,1,,
31687,Perutnina Ptuj d.d.,SI,0,VULNERABLE (No Coverage),-1.0,2,2,,
31688,SPLIO SAS,FR,0,VULNERABLE (No Coverage),-1.0,1,1,,
31689,Eastern Mediterranean University,TR,0,VULNERABLE (No Coverage),0.0,2,2,,
31690,GeoTelecommunications LLC,RU,0,VULNERABLE (No Coverage),-1.0,2,2,,
31692,"JSC ""ER-Telecom Holding""",XX,0,DEAD / INACTIVE,-1.0,0,0,,
31695,"Limited Company ""Intermedia""",RU,0,VULNERABLE (No Coverage),-1.0,3,3,,
31697,Foliateam Operateur SAS,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31699,BANK AL JAZIRA,SA,0,VULNERABLE (No Coverage),-1.0,3,3,,
31674,T.C. Maliye Bakanligi Gelirler Genel Mudurlugu,TR,0,VULNERABLE (No Coverage),-1.0,1,1,,
31702,GrECo International Holding AG,AT,0,VULNERABLE (No Coverage),-1.0,1,1,,
3165,Przedsiebiorstwo Telekomunikacyjne LANET sp. z o.o.,PL,0,VULNERABLE (No Coverage),-1.0,1,1,,
31651,Interxion Belgium B.V.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31653,"Servatica Technologies, S.L.",ES,0,SECURE (Full Coverage),-1.0,0,1,,
31654,Vodafone Net Iletisim Hizmetler AS,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31659,Below Zero Hosting Ltd.,US,0,SECURE (Full Coverage),-1.0,0,1,,
3166,Orebro Kommun,SE,0,SECURE (Full Coverage),100.0,0,2,,
31660,PIXTEL,FR,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
31665,Invesco UK Ltd,XX,0,DEAD / INACTIVE,-1.0,0,0,,
3167,Group of Company INFOPRO Ltd.,RU,0,VULNERABLE (No Coverage),-1.0,2,2,,
31671,Innowerk-IT GmbH,DE,0,VULNERABLE (No Coverage),-1.0,1,1,,
31673,Uniserver Internet B.V.,NL,0,PARTIAL (Mixed Feeds),-1.0,4,5,,
317,United States Department of Defense (DoD),US,0,VULNERABLE (No Coverage),-1.0,3,3,,
31578,Magic-Software-Enterprises-Ltd,IL,0,VULNERABLE (No Coverage),-1.0,1,1,,
31580,Moldtelecom SA,MD,0,IXP / Peer / Stub,-1.0,0,0,,
131109,VOCUS PTY LTD,XX,0,DEAD / INACTIVE,-1.0,0,0,,
131110,Slush Technologies AS V6 Transit,XX,0,DEAD / INACTIVE,-1.0,0,0,,
131111,PT Mora Telematika Indonesia Tbk,ID,0,PARTIAL (Mixed Feeds),0.25,1,2,,
131112,"Sekolah Tinggi Multi Media ""MMTC"" Yogyakarta",ID,0,VULNERABLE (No Coverage),-1.0,1,1,,
131113,CYBER2 Internet Exchange,XX,0,DEAD / INACTIVE,-1.0,0,0,,
131114,Indonesia Network Information Center,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31544,Berner Kantonalbank AG,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31545,GENERALI zavarovalnica d.d.,SI,0,VULNERABLE (No Coverage),-1.0,1,1,,
31550,DYCKERHOFF GmbH,DE,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
31553,Talessa SPRL,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31627,REDSYS SERVICIOS DE PROCESAMIENTO SL,ES,0,VULNERABLE (No Coverage),-1.0,1,1,,
31557,"""IGT Communications"" S.R.L",MD,0,VULNERABLE (No Coverage),-1.0,2,2,,
31558,MTS PJSC,RU,0,VULNERABLE (No Coverage),-1.0,1,1,,
31559,Pe3ny Net s.r.o.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31532,Hestview Limited,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31534,ING Bank N.V. - Sofia Branch,BG,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
31535,Promontoria Ltd,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31537,Erdee Media B.V.,NL,0,SECURE (Full Coverage),-1.0,0,1,,
31540,Aquanet S.A.,PL,0,VULNERABLE (No Coverage),-1.0,2,2,,
31541,Krea Icerik Hizmetleri ve Produksiyon A.S,TR,0,VULNERABLE (No Coverage),-1.0,1,1,,
31542,Trade Industrial Company Omega-Avtopostavka Ltd,GB,0,VULNERABLE (No Coverage),-1.0,2,2,,
131100,Korea Internet Security Agency,KR,0,VULNERABLE (No Coverage),-1.0,1,1,,
131101,BNK SYSTEM,KR,0,VULNERABLE (No Coverage),-1.0,2,2,,
31555,Zayo Infrastructure France SA,FR,0,IXP / Peer / Stub,-1.0,0,0,,
31628,Getfiber Sp. z o.o.,PL,0,SECURE (Full Coverage),-1.0,0,1,,
31629,LOREAL SA,FR,0,SECURE (Full Coverage),-1.0,0,1,,
31584,Akzo Nobel Nederland B.V.,NL,0,VULNERABLE (No Coverage),-1.0,1,1,,
31585,"JSC ""ER-Telecom Holding""",XX,0,DEAD / INACTIVE,-1.0,0,0,,
31587,AHN s.a.r.l,LB,0,SECURE (Full Coverage),100.0,0,1,,
31589,Zaporizhstal Integrated Iron & Steel Works PJSC,UA,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
31590,Rackhosting.com ApS,DK,0,PARTIAL (Mixed Feeds),-1.0,2,3,,
31592,Thomas Kernen,CH,0,VULNERABLE (No Coverage),-1.0,1,1,,
31595,Rocket Fibre Ltd,GB,0,VULNERABLE (No Coverage),-1.0,1,1,,
31596,Ogilvy GmbH,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
31598,FOP Savostin Oleg Lubobisch,UA,0,VULNERABLE (No Coverage),-1.0,1,1,,
31599,Rimco Ryszard Slomczynski,PL,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
31575,National Research University of Electronic Technology,RU,0,VULNERABLE (No Coverage),-1.0,2,2,,
31601,Styria Media Group AG,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31604,Intertele S.A.,PL,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
31605,Titanium OU,EE,0,VULNERABLE (No Coverage),-1.0,1,1,,
31606,TELEDATANET SRL,RO,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
31560,FOP Loginov Andrey Vyacheslavovich,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31561,Nine-IX Route Servers,FR,0,IXP / Peer / Stub,-1.0,0,0,,
31562,OpenMarket Limited,XX,0,DEAD / INACTIVE,-1.0,0,0,,
31563,Hellenic National Meteorological Service,GR,0,SECURE (Full Coverage),-1.0,0,2,,
31568,Alvsbyns Kommun,SE,0,VULNERABLE (No Coverage),-1.0,1,1,,
31570,Benetton Group S.R.L.,IT,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
31572,Photonium NetSolutions GmbH,DE,0,PARTIAL (Mixed Feeds),-1.0,2,5,,
31574,Bankgirocentralen BGC AB,SE,0,VULNERABLE (No Coverage),-1.0,1,1,,
316,United States Department of Defense (DoD),US,0,VULNERABLE (No Coverage),-1.0,2,2,,
30260,"NobelBiz, Inc.",US,0,SECURE (Full Coverage),-1.0,0,3,,
30261,Treasure State Internet,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30262,"High 5 Games, LLC",US,0,SECURE (Full Coverage),-1.0,0,1,,
30265,77997 Newfoundland and Labrador Inc.,CA,0,PARTIAL (Mixed Feeds),-1.0,3,4,,
30266,Rodan & Fields LLC,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30267,City of Waco,US,0,VULNERABLE (No Coverage),-1.0,2,2,,
30268,CITY OF CHASKA CHASKANET,US,0,VULNERABLE (No Coverage),-1.0,2,2,,
30269,Bertram Communications LLC,XX,0,DEAD / INACTIVE,-1.0,0,0,,
3027,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30270,"Inova Data Solutions, Inc.",US,0,SECURE (Full Coverage),-1.0,0,1,,
30271,"K&L Gates, LLP",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30834,euNetworks GmbH,US,0,IXP / Peer / Stub,-1.0,0,0,,
30239,"Travelport Operations, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
3024,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30240,"BT Americas, Inc",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30241,"GLOTELL US, CORP.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30242,SAMSA,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30243,The School District of the City of Saginaw,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30244,Amherst Pierpont Securities,US,0,SECURE (Full Coverage),-1.0,0,2,,
30245,BLUEFIRE CAPITAL,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30246,CyrusOne LLC,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30249,A+ Federal Credit Union,XX,0,DEAD / INACTIVE,-1.0,0,0,,
3025,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30250,Allen Independent School District,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30238,Cisco Systems Ironport Division,US,0,PARTIAL (Mixed Feeds),-1.0,3,5,,
30296,"York Capital Management, LLC",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30297,Application X,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30298,META Solutions,US,0,SECURE (Full Coverage),-1.0,0,1,,
30299,THE MARTIN AGENCY,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
303,United States Department of Defense (DoD),XX,0,DEAD / INACTIVE,-1.0,0,0,,
3030,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30300,Bill Me Later,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30272,Government of Grenada,GD,0,SECURE (Full Coverage),-1.0,0,1,,
30273,DreamWorks Studios,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30274,TXSE,US,0,IXP / Peer / Stub,-1.0,0,0,,
30275,Charter Communications LLC,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30276,Green Dot Corporation,US,0,SECURE (Full Coverage),-1.0,0,1,,
3026,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30279,TOLLESON UNION HIGH SCHOOL DISTRICT #214,US,0,SECURE (Full Coverage),-1.0,0,1,,
3028,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30280,Teachers Federal Credit Union,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30281,Washington Post,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30283,Morrison & Foerster,US,0,PARTIAL (Mixed Feeds),-1.0,1,3,,
30284,Citigroup Inc.,MX,0,VULNERABLE (No Coverage),-1.0,2,2,,
30285,Citigroup Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30286,ThreatMetrix Inc.,US,0,PARTIAL (Mixed Feeds),-1.0,3,5,,
30287,IA American Warranty Corp,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30256,Acadia University,CA,0,VULNERABLE (No Coverage),-1.0,1,1,,
30258,Huntington Memorial Hospital,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30259,BroadAspect,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30278,Equity Residential,US,0,SECURE (Full Coverage),-1.0,0,4,,
30215,Cisco Systems Ironport Division,US,0,PARTIAL (Mixed Feeds),-1.0,1,4,,
30216,StarMax Corporation,US,0,SECURE (Full Coverage),-1.0,0,1,,
30217,Desync Networks,US,0,SECURE (Full Coverage),-1.0,0,1,,
30219,"Major League Baseball Advanced Media, LP",US,0,PARTIAL (Mixed Feeds),-1.0,2,4,,
3022,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30220,SWWC Service Cooperatives,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30222,Contegix,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30193,Los Angeles Unified School District,US,0,VULNERABLE (No Coverage),-1.0,1,1,,
30194,"Vox Media, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30195,Charlesbank Capital Partners,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30196,CAPS,US,0,SECURE (Full Coverage),-1.0,0,2,,
30251,Falken Tire Corporation,US,0,SECURE (Full Coverage),-1.0,0,2,,
30198,Kent School District,US,0,PARTIAL (Mixed Feeds),-1.0,1,2,,
30199,Lantrax Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
3020,U.S. Sprint,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30200,DerbyTech Computer Works,US,0,VULNERABLE (No Coverage),0.0,3,3,,
30201,MILE Inc.,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30202,Level IV,US,0,PARTIAL (Mixed Feeds),-1.0,1,3,,
30203,"EMD Serono, Inc.",XX,0,DEAD / INACTIVE,-1.0,0,0,,
30204,Renegade Technologies,XX,0,DEAD / INACTIVE,-1.0,0,0,,
30205,"SecureSocket, LLC",US,0,SECURE (Full Coverage),-1.0,0,1,,
